ticket_id,title,description,category,component,issue_type,severity,priority,status,assigned_team,environment,resolution,created_date,steps_to_reproduce
ITS-00462,[Network] Proxy - cannot access internal resources,My Proxy is cannot access internal resources. I've been experiencing this since this morning. Environment: Ubuntu 22.04.,Network,Proxy,Question,Medium,Medium,In Progress,Help Desk,Ubuntu 22.04,,2025-10-09,"1. Open Proxy
2. Attempt normal operation
3. Observe: cannot access internal resources"
ITS-00463,[Incident] Web App - backup job failed overnight,The Web App has been backup job failed overnight for the past few hours. OS: Windows 11. Please help.,Incident,Web App,Incident,Medium,Medium,Closed,Security,Windows 11,Scaled up server resources. Verified with user that issue is fixed.,2025-10-07,"1. Open Web App
2. Attempt normal operation
3. Observe: backup job failed overnight"
ITS-00464,Load Balancer problem: scheduled maintenance overran window,Issue with Load Balancer: scheduled maintenance overran window. This is affecting my work. Running on Ubuntu 22.04.,Incident,Load Balancer,Incident,Medium,Medium,Open,IT Operations,Ubuntu 22.04,,2025-06-11,"1. Open Load Balancer
2. Attempt normal operation
3. Observe: scheduled maintenance overran window"
ITS-00465,SSO account deactivation request,The SSO has been account deactivation request for the past few hours. OS: Ubuntu 22.04. Please help.,Account,SSO,Service Request,Medium,Medium,Closed,Help Desk,Ubuntu 22.04,Granted appropriate permissions. Verified with user that issue is fixed.,2025-04-24,"1. Open SSO
2. Attempt normal operation
3. Observe: account deactivation request"
ITS-00466,Active Directory new hire needs account setup,My Active Directory is new hire needs account setup. I've been experiencing this since this morning. Environment: Ubuntu 22.04.,Account,Active Directory,Bug,Medium,Medium,Open,Security,Ubuntu 22.04,,2025-02-03,"1. Open Active Directory
2. Attempt normal operation
3. Observe: new hire needs account setup"
ITS-00467,VPN problem: cannot connect to WiFi,"Hi, I need help. VPN keeps cannot connect to WiFi. Started yesterday. I'm on macOS 14.",Network,VPN,Question,Medium,Medium,Closed,Help Desk,macOS 14,Assigned static IP. Verified with user that issue is fixed.,2025-12-22,"1. Open VPN
2. Attempt normal operation
3. Observe: cannot connect to WiFi"
ITS-00468,Teams not responding,"Hi, I need help. Teams keeps not responding. Started yesterday. I'm on Chrome OS.",Software,Teams,Question,Low,Low,In Progress,IT Operations,Chrome OS,,2025-11-06,"1. Open Teams
2. Attempt normal operation
3. Observe: not responding"
ITS-00469,Antivirus plugin not working,Urgent: Antivirus - plugin not working. Multiple users reporting similar issues. Environment is Windows 10.,Software,Antivirus,Question,Medium,Medium,In Progress,Security,Windows 10,,2025-02-25,"1. Open Antivirus
2. Attempt normal operation
3. Observe: plugin not working"
ITS-00470,Monitor problem: fan making loud noise,"Hi, I need help. Monitor keeps fan making loud noise. Started yesterday. I'm on Windows 10.",Hardware,Monitor,Service Request,Medium,Medium,In Progress,Network Engineering,Windows 10,,2025-05-24,"1. Open Monitor
2. Attempt normal operation
3. Observe: fan making loud noise"
ITS-00471,Database problem: scheduled maintenance overran window,The Database has been scheduled maintenance overran window for the past few hours. OS: macOS 14. Please help.,Incident,Database,Incident,High,High,In Progress,Network Engineering,macOS 14,,2025-05-15,"1. Open Database
2. Attempt normal operation
3. Observe: scheduled maintenance overran window"
ITS-00472,[Hardware] Desktop - blue screen of death,Urgent: Desktop - blue screen of death. Multiple users reporting similar issues. Environment is Ubuntu 22.04.,Hardware,Desktop,Bug,Medium,Medium,In Progress,IT Operations,Ubuntu 22.04,,2025-02-08,"1. Open Desktop
2. Attempt normal operation
3. Observe: blue screen of death"
ITS-00473,[Software] Teams - not syncing properly,Urgent: Teams - not syncing properly. Multiple users reporting similar issues. Environment is macOS 14.,Software,Teams,Bug,Medium,Medium,In Progress,Security,macOS 14,,2025-04-25,"1. Open Teams
2. Attempt normal operation
3. Observe: not syncing properly"
ITS-00474,[Software] VPN - compatibility issue,Issue with VPN: compatibility issue. This is affecting my work. Running on macOS 14.,Software,VPN,Service Request,Medium,Medium,Open,DevOps,macOS 14,,2025-06-23,"1. Open VPN
2. Attempt normal operation
3. Observe: compatibility issue"
ITS-00475,[Account] SSO - SSO login loop,Urgent: SSO - SSO login loop. Multiple users reporting similar issues. Environment is macOS 14.,Account,SSO,Service Request,Medium,Medium,Open,IT Operations,macOS 14,,2025-06-18,"1. Open SSO
2. Attempt normal operation
3. Observe: SSO login loop"
ITS-00476,Active Directory account locked out,My Active Directory is account locked out. I've been experiencing this since this morning. Environment: Windows 11.,Account,Active Directory,Bug,High,High,In Progress,DevOps,Windows 11,,2025-08-27,"1. Open Active Directory
2. Attempt normal operation
3. Observe: account locked out"
ITS-00477,Windows problem: memory leak causing slowdown,Urgent: Windows - memory leak causing slowdown. Multiple users reporting similar issues. Environment is macOS 14.,Software,Windows,Bug,High,High,In Progress,Help Desk,macOS 14,,2025-08-21,"1. Open Windows
2. Attempt normal operation
3. Observe: memory leak causing slowdown"
ITS-00478,Desktop problem: screen flickering,Issue with Desktop: screen flickering. This is affecting my work. Running on macOS 14.,Hardware,Desktop,Bug,Critical,Critical,Closed,DevOps,macOS 14,Replaced battery. Verified with user that issue is fixed.,2025-09-24,"1. Open Desktop
2. Attempt normal operation
3. Observe: screen flickering"
ITS-00479,VPN problem: IP conflict,The VPN has been IP conflict for the past few hours. OS: Chrome OS. Please help.,Network,VPN,Bug,Medium,Medium,Closed,IT Operations,Chrome OS,Replaced network cable. Verified with user that issue is fixed.,2025-11-05,"1. Open VPN
2. Attempt normal operation
3. Observe: IP conflict"
ITS-00480,Ethernet DNS resolution failure,My Ethernet is DNS resolution failure. I've been experiencing this since this morning. Environment: Chrome OS.,Network,Ethernet,Service Request,Medium,Medium,Open,DevOps,Chrome OS,,2025-05-17,"1. Open Ethernet
2. Attempt normal operation
3. Observe: DNS resolution failure"
ITS-00481,Windows problem: plugin not working,Issue with Windows: plugin not working. This is affecting my work. Running on Chrome OS.,Software,Windows,Question,Medium,Medium,Resolved,IT Operations,Chrome OS,Reinstalled application. Verified with user that issue is fixed.,2025-09-10,"1. Open Windows
2. Attempt normal operation
3. Observe: plugin not working"
ITS-00482,Email Server degraded performance across region,"Hi, I need help. Email Server keeps degraded performance across region. Started yesterday. I'm on Ubuntu 22.04.",Incident,Email Server,Incident,Low,Low,In Progress,DevOps,Ubuntu 22.04,,2025-02-05,"1. Open Email Server
2. Attempt normal operation
3. Observe: degraded performance across region"
ITS-00483,[Hardware] Docking Station - keyboard keys stuck,Issue with Docking Station: keyboard keys stuck. This is affecting my work. Running on Ubuntu 22.04.,Hardware,Docking Station,Bug,Medium,Medium,Closed,DevOps,Ubuntu 22.04,Replaced battery. Verified with user that issue is fixed.,2025-03-04,"1. Open Docking Station
2. Attempt normal operation
3. Observe: keyboard keys stuck"
ITS-00484,[Account] MFA - MFA not working,Urgent: MFA - MFA not working. Multiple users reporting similar issues. Environment is Chrome OS.,Account,MFA,Question,Medium,Medium,Resolved,Security,Chrome OS,Updated group memberships. Verified with user that issue is fixed.,2025-03-08,"1. Open MFA
2. Attempt normal operation
3. Observe: MFA not working"
ITS-00485,Database service outage affecting all users,The Database has been service outage affecting all users for the past few hours. OS: macOS 14. Please help.,Incident,Database,Incident,Medium,Medium,In Progress,Help Desk,macOS 14,,2025-06-11,"1. Open Database
2. Attempt normal operation
3. Observe: service outage affecting all users"
ITS-00486,Mouse problem: slow performance,Issue with Mouse: slow performance. This is affecting my work. Running on Chrome OS.,Hardware,Mouse,Bug,Low,Low,In Progress,IT Operations,Chrome OS,,2025-01-13,"1. Open Mouse
2. Attempt normal operation
3. Observe: slow performance"
ITS-00487,SAP problem: update failed,"Hi, I need help. SAP keeps update failed. Started yesterday. I'm on Chrome OS.",Software,SAP,Bug,Medium,Medium,Closed,IT Operations,Chrome OS,Rolled back to previous version. Verified with user that issue is fixed.,2025-03-17,"1. Open SAP
2. Attempt normal operation
3. Observe: update failed"
ITS-00488,Email Server problem: backup job failed overnight,Urgent: Email Server - backup job failed overnight. Multiple users reporting similar issues. Environment is Windows 11.,Incident,Email Server,Incident,Low,Low,Resolved,DevOps,Windows 11,Scaled up server resources. Verified with user that issue is fixed.,2025-11-28,"1. Open Email Server
2. Attempt normal operation
3. Observe: backup job failed overnight"
ITS-00489,Salesforce problem: not responding,Issue with Salesforce: not responding. This is affecting my work. Running on Windows 10.,Software,Salesforce,Bug,Low,Low,Open,DevOps,Windows 10,,2025-01-25,"1. Open Salesforce
2. Attempt normal operation
3. Observe: not responding"
ITS-00490,Windows problem: crashing on startup,Urgent: Windows - crashing on startup. Multiple users reporting similar issues. Environment is Ubuntu 22.04.,Software,Windows,Bug,Low,Low,Resolved,DevOps,Ubuntu 22.04,Rolled back to previous version. Verified with user that issue is fixed.,2025-07-14,"1. Open Windows
2. Attempt normal operation
3. Observe: crashing on startup"
ITS-00491,Office 365 problem: not responding,My Office 365 is not responding. I've been experiencing this since this morning. Environment: macOS 14.,Software,Office 365,Service Request,Low,Low,In Progress,Security,macOS 14,,2025-06-26,"1. Open Office 365
2. Attempt normal operation
3. Observe: not responding"
ITS-00492,Ethernet problem: cannot reach specific websites,"Hi, I need help. Ethernet keeps cannot reach specific websites. Started yesterday. I'm on Ubuntu 22.04.",Network,Ethernet,Bug,Medium,Medium,In Progress,DevOps,Ubuntu 22.04,,2025-08-21,"1. Open Ethernet
2. Attempt normal operation
3. Observe: cannot reach specific websites"
ITS-00493,Web App data sync failure between systems,"Hi, I need help. Web App keeps data sync failure between systems. Started yesterday. I'm on Windows 10.",Incident,Web App,Incident,Medium,Medium,In Progress,Network Engineering,Windows 10,,2025-06-04,"1. Open Web App
2. Attempt normal operation
3. Observe: data sync failure between systems"
ITS-00494,Active Directory account deactivation request,Issue with Active Directory: account deactivation request. This is affecting my work. Running on Ubuntu 22.04.,Account,Active Directory,Bug,Medium,Medium,In Progress,Help Desk,Ubuntu 22.04,,2025-02-12,"1. Open Active Directory
2. Attempt normal operation
3. Observe: account deactivation request"
ITS-00495,[Software] Windows - license expired,My Windows is license expired. I've been experiencing this since this morning. Environment: Chrome OS.,Software,Windows,Question,Medium,Medium,Closed,DevOps,Chrome OS,Renewed license through admin portal. Verified with user that issue is fixed.,2025-12-25,"1. Open Windows
2. Attempt normal operation
3. Observe: license expired"
ITS-00496,Proxy slow internet speed,Urgent: Proxy - slow internet speed. Multiple users reporting similar issues. Environment is Ubuntu 22.04.,Network,Proxy,Bug,High,High,Resolved,DevOps,Ubuntu 22.04,Updated WiFi driver. Verified with user that issue is fixed.,2025-05-20,"1. Open Proxy
2. Attempt normal operation
3. Observe: slow internet speed"
ITS-00497,Proxy problem: cannot reach specific websites,Urgent: Proxy - cannot reach specific websites. Multiple users reporting similar issues. Environment is macOS 14.,Network,Proxy,Service Request,High,High,Closed,Network Engineering,macOS 14,Updated WiFi driver. Verified with user that issue is fixed.,2025-03-05,"1. Open Proxy
2. Attempt normal operation
3. Observe: cannot reach specific websites"
ITS-00498,VPN not responding,Issue with VPN: not responding. This is affecting my work. Running on Windows 10.,Software,VPN,Bug,High,High,Closed,Help Desk,Windows 10,Reset user profile. Verified with user that issue is fixed.,2025-06-17,"1. Open VPN
2. Attempt normal operation
3. Observe: not responding"
ITS-00499,WiFi problem: proxy authentication error,Issue with WiFi: proxy authentication error. This is affecting my work. Running on Windows 10.,Network,WiFi,Question,Medium,Medium,Closed,Network Engineering,Windows 10,Flushed DNS cache. Verified with user that issue is fixed.,2025-07-14,"1. Open WiFi
2. Attempt normal operation
3. Observe: proxy authentication error"
ITS-00500,[Account] SSO - SSO login loop,My SSO is SSO login loop. I've been experiencing this since this morning. Environment: Chrome OS.,Account,SSO,Bug,Medium,Medium,Closed,DevOps,Chrome OS,Unlocked account in AD. Verified with user that issue is fixed.,2025-03-05,"1. Open SSO
2. Attempt normal operation
3. Observe: SSO login loop"
