ticket_id,title,title_clean,description,description_clean,category,component,issue_type,severity,status,resolution,resolution_clean,error_codes,quality_score,embedding_text,source,unified_id
ITS-00191,Laptop screen flickering,Laptop screen flickering,"Hi, I need help. Laptop keeps screen flickering. Started yesterday. I'm on Windows 11.","Hi, I need help. Laptop keeps screen flickering. Started yesterday. I'm on Windows 11.",Hardware,Laptop,Bug,Low,Open,,,[],1.0,"Title: Laptop screen flickering
Description: Hi, I need help. Laptop keeps screen flickering. Started yesterday. I'm on Windows 11.
Category: Hardware
Component: Laptop
Severity: Low",synthetic,U-000190
ITS-00192,[Network] WiFi - network drive not mapping,[Network] WiFi - network drive not mapping,My WiFi is network drive not mapping. I've been experiencing this since this morning. Environment: Windows 10.,My WiFi is network drive not mapping. I've been experiencing this since this morning. Environment: Windows 10.,Network,WiFi,Bug,High,Resolved,Reset network adapter. Verified with user that issue is fixed.,Reset network adapter. Verified with user that issue is fixed.,[],1.0,"Title: [Network] WiFi - network drive not mapping
Description: My WiFi is network drive not mapping. I've been experiencing this since this morning. Environment: Windows 10.
Category: Network
Component: WiFi
Severity: High",synthetic,U-000191
ITS-00193,[Hardware] Laptop - no display output,[Hardware] Laptop - no display output,"Hi, I need help. Laptop keeps no display output. Started yesterday. I'm on Ubuntu 22.04.","Hi, I need help. Laptop keeps no display output. Started yesterday. I'm on Ubuntu 22.04.",Hardware,Laptop,Bug,Medium,Open,,,[],1.0,"Title: [Hardware] Laptop - no display output
Description: Hi, I need help. Laptop keeps no display output. Started yesterday. I'm on Ubuntu 22.04.
Category: Hardware
Component: Laptop
Severity: Medium",synthetic,U-000192
ITS-00194,WiFi problem: slow internet speed,WiFi problem: slow internet speed,"Hi, I need help. WiFi keeps slow internet speed. Started yesterday. I'm on macOS 14.","Hi, I need help. WiFi keeps slow internet speed. Started yesterday. I'm on macOS 14.",Network,WiFi,Bug,Low,Closed,Reconfigured proxy settings. Verified with user that issue is fixed.,Reconfigured proxy settings. Verified with user that issue is fixed.,[],1.0,"Title: WiFi problem: slow internet speed
Description: Hi, I need help. WiFi keeps slow internet speed. Started yesterday. I'm on macOS 14.
Category: Network
Component: WiFi
Severity: Low",synthetic,U-000193
ITS-00195,Teams compatibility issue,Teams compatibility issue,Urgent: Teams - compatibility issue. Multiple users reporting similar issues. Environment is Windows 10.,Urgent: Teams - compatibility issue. Multiple users reporting similar issues. Environment is Windows 10.,Software,Teams,Service Request,Medium,In Progress,,,[],1.0,"Title: Teams compatibility issue
Description: Urgent: Teams - compatibility issue. Multiple users reporting similar issues. Environment is Windows 10.
Category: Software
Component: Teams
Severity: Medium",synthetic,U-000194
ITS-00196,[Hardware] Mouse - freezing randomly,[Hardware] Mouse - freezing randomly,Issue with Mouse: freezing randomly. This is affecting my work. Running on Ubuntu 22.04.,Issue with Mouse: freezing randomly. This is affecting my work. Running on Ubuntu 22.04.,Hardware,Mouse,Service Request,High,Open,,,[],1.0,"Title: [Hardware] Mouse - freezing randomly
Description: Issue with Mouse: freezing randomly. This is affecting my work. Running on Ubuntu 22.04.
Category: Hardware
Component: Mouse
Severity: High",synthetic,U-000195
ITS-00197,[Network] Ethernet - IP conflict,[Network] Ethernet - IP conflict,Issue with Ethernet: IP conflict. This is affecting my work. Running on Ubuntu 22.04.,Issue with Ethernet: IP conflict. This is affecting my work. Running on Ubuntu 22.04.,Network,Ethernet,Question,High,Resolved,Assigned static IP. Verified with user that issue is fixed.,Assigned static IP. Verified with user that issue is fixed.,[],1.0,"Title: [Network] Ethernet - IP conflict
Description: Issue with Ethernet: IP conflict. This is affecting my work. Running on Ubuntu 22.04.
Category: Network
Component: Ethernet
Severity: High",synthetic,U-000196
ITS-00198,[Account] Password - group membership change needed,[Account] Password - group membership change needed,The Password has been group membership change needed for the past few hours. OS: Windows 10. Please help.,The Password has been group membership change needed for the past few hours. OS: Windows 10. Please help.,Account,Password,Service Request,Medium,In Progress,,,[],1.0,"Title: [Account] Password - group membership change needed
Description: The Password has been group membership change needed for the past few hours. OS: Windows 10. Please help.
Category: Account
Component: Password
Severity: Medium",synthetic,U-000197
ITS-00199,SSO MFA not working,SSO MFA not working,The SSO has been MFA not working for the past few hours. OS: Windows 11. Please help.,The SSO has been MFA not working for the past few hours. OS: Windows 11. Please help.,Account,SSO,Question,Medium,Closed,Reset password and synced. Verified with user that issue is fixed.,Reset password and synced. Verified with user that issue is fixed.,[],1.0,"Title: SSO MFA not working
Description: The SSO has been MFA not working for the past few hours. OS: Windows 11. Please help.
Category: Account
Component: SSO
Severity: Medium",synthetic,U-000198
ITS-00200,Password permission denied,Password permission denied,My Password is permission denied. I've been experiencing this since this morning. Environment: Windows 10.,My Password is permission denied. I've been experiencing this since this morning. Environment: Windows 10.,Account,Password,Bug,Low,Resolved,Reset password and synced. Verified with user that issue is fixed.,Reset password and synced. Verified with user that issue is fixed.,[],1.0,"Title: Password permission denied
Description: My Password is permission denied. I've been experiencing this since this morning. Environment: Windows 10.
Category: Account
Component: Password
Severity: Low",synthetic,U-000199
ITS-00201,VPN cannot reach specific websites,VPN cannot reach specific websites,Urgent: VPN - cannot reach specific websites. Multiple users reporting similar issues. Environment is macOS 14.,Urgent: VPN - cannot reach specific websites. Multiple users reporting similar issues. Environment is macOS 14.,Network,VPN,Question,Low,In Progress,,,[],1.0,"Title: VPN cannot reach specific websites
Description: Urgent: VPN - cannot reach specific websites. Multiple users reporting similar issues. Environment is macOS 14.
Category: Network
Component: VPN
Severity: Low",synthetic,U-000200
ITS-00202,Office 365 not syncing properly,Office 365 not syncing properly,Issue with Office 365: not syncing properly. This is affecting my work. Running on Ubuntu 22.04.,Issue with Office 365: not syncing properly. This is affecting my work. Running on Ubuntu 22.04.,Software,Office 365,Service Request,Medium,In Progress,,,"[""365""]",1.0,"Title: Office 365 not syncing properly
Description: Issue with Office 365: not syncing properly. This is affecting my work. Running on Ubuntu 22.04.
Category: Software
Component: Office 365
Severity: Medium",synthetic,U-000201
ITS-00203,[Hardware] Desktop - USB ports not working,[Hardware] Desktop - USB ports not working,Urgent: Desktop - USB ports not working. Multiple users reporting similar issues. Environment is Chrome OS.,Urgent: Desktop - USB ports not working. Multiple users reporting similar issues. Environment is Chrome OS.,Hardware,Desktop,Bug,Medium,Resolved,Performed hardware diagnostic. Verified with user that issue is fixed.,Performed hardware diagnostic. Verified with user that issue is fixed.,[],1.0,"Title: [Hardware] Desktop - USB ports not working
Description: Urgent: Desktop - USB ports not working. Multiple users reporting similar issues. Environment is Chrome OS.
Category: Hardware
Component: Desktop
Severity: Medium",synthetic,U-000202
ITS-00204,[Account] Active Directory - SSO login loop,[Account] Active Directory - SSO login loop,"Hi, I need help. Active Directory keeps SSO login loop. Started yesterday. I'm on Windows 10.","Hi, I need help. Active Directory keeps SSO login loop. Started yesterday. I'm on Windows 10.",Account,Active Directory,Service Request,Low,In Progress,,,[],1.0,"Title: [Account] Active Directory - SSO login loop
Description: Hi, I need help. Active Directory keeps SSO login loop. Started yesterday. I'm on Windows 10.
Category: Account
Component: Active Directory
Severity: Low",synthetic,U-000203
ITS-00205,Password problem: MFA not working,Password problem: MFA not working,My Password is MFA not working. I've been experiencing this since this morning. Environment: Windows 11.,My Password is MFA not working. I've been experiencing this since this morning. Environment: Windows 11.,Account,Password,Service Request,Medium,Resolved,Updated group memberships. Verified with user that issue is fixed.,Updated group memberships. Verified with user that issue is fixed.,[],1.0,"Title: Password problem: MFA not working
Description: My Password is MFA not working. I've been experiencing this since this morning. Environment: Windows 11.
Category: Account
Component: Password
Severity: Medium",synthetic,U-000204
ITS-00206,[Account] SSO - account locked out,[Account] SSO - account locked out,Issue with SSO: account locked out. This is affecting my work. Running on Chrome OS.,Issue with SSO: account locked out. This is affecting my work. Running on Chrome OS.,Account,SSO,Service Request,Medium,In Progress,,,[],1.0,"Title: [Account] SSO - account locked out
Description: Issue with SSO: account locked out. This is affecting my work. Running on Chrome OS.
Category: Account
Component: SSO
Severity: Medium",synthetic,U-000205
ITS-00207,[Account] Active Directory - account deactivation request,[Account] Active Directory - account deactivation request,"Hi, I need help. Active Directory keeps account deactivation request. Started yesterday. I'm on macOS 14.","Hi, I need help. Active Directory keeps account deactivation request. Started yesterday. I'm on macOS 14.",Account,Active Directory,Service Request,High,Closed,Granted appropriate permissions. Verified with user that issue is fixed.,Granted appropriate permissions. Verified with user that issue is fixed.,[],1.0,"Title: [Account] Active Directory - account deactivation request
Description: Hi, I need help. Active Directory keeps account deactivation request. Started yesterday. I'm on macOS 14.
Category: Account
Component: Active Directory
Severity: High",synthetic,U-000206
